,0,1
0,ACCEDE02688_187.png,0.0548311248422
1,ACCEDE02688_220.png,0.066640034318
2,ACCEDE02688_44.png,0.555369079113
3,ACCEDE02688_154.png,0.0458562783897
4,ACCEDE02688_1.png,0.249075934291
5,ACCEDE02688_123.png,0.0495710484684
6,ACCEDE02688_176.png,0.0595707893372
7,ACCEDE02688_129.png,0.0465489216149
8,ACCEDE02688_174.png,0.0749457702041
9,ACCEDE02688_231.png,0.0602724701166
10,ACCEDE02688_189.png,0.0703897178173
11,ACCEDE02688_267.png,0.0527607090771
12,ACCEDE02688_262.png,0.0592265836895
13,ACCEDE02688_93.png,0.0961757823825
14,ACCEDE02688_159.png,0.0498431622982
15,ACCEDE02688_134.png,0.0868939906359
